,0,1
323,-52.81508018,-62.77464044
324,-58.87645598,-58.94316775
325,-61.10936207,-99.75541139
326,-58.76082633,-44.68102407
327,-29.89640144,0
328,-31.03184564,-9.124324679
329,-63.01427526,-37.69437134
330,-73.5653538,-39.85029924
331,-41.91507624,-42.26701152
332,-45.74032625,-47.9807896
333,-37.28230953,-41.78753218
334,-46.73482917,-48.73131484
335,-54.84103972,-54.71495867
336,-57.09273183,-60.70535272
337,-61.55932887,-64.65730965
338,-52.9930346,-59.68075815
339,-42.35683772,-52.60317254
340,-53.77609885,-46.01207766
341,-62.03580244,-61.04579067
342,-43.82510289,-25.21049786
343,-16.33370494,0
344,-35.93418098,-12.17487577
345,-54.28696045,-27.84832072
346,-36.15200257,-31.13919115
347,-33.85550523,-32.77769613
348,-38.35704624,-35.43954203
349,-32.5148685,-34.8156575
350,-38.28959016,-39.70787912
351,-43.24548604,-49.75352807
352,-46.66450123,-51.19503531
353,-50.58379137,-53.53599587
354,-44.8019287,-51.33379877
355,-39.02358005,-46.37567359
356,-43.17446838,-39.59421739
357,-43.38576733,-51.19064718
358,-28.76177182,-15.27844882
359,-11.25182168,0
360,-36.67866536,0
361,-49.54409377,-17.46655484
362,-17.89362594,-18.8297582
363,-22.41740456,-21.83812141
364,-23.69556786,-24.79810315
365,-20.95135126,-24.96799815
366,-28.81291238,-29.03238261
367,-33.76222617,-32.14617562
368,-34.96622644,-37.43070206
369,-38.72553062,-35.22756362
370,-31.85917404,-34.01749631
371,-28.46116567,-32.98072757
372,-30.07519423,-26.24023412
373,-28.42892113,-25.91272169
374,-12.79982118,-8.311105371
375,-10.08124324,0
376,-3.396581035,-0.094801068
377,-27.37472745,-19.80687189
378,-17.28025429,-24.615982
379,-22.04651209,-27.91292679
380,-26.25949926,-30.76211059
381,-27.02033482,-26.58207703
382,-28.44715121,-32.26147938
383,-33.51782648,-35.24163866
384,-33.62532215,-36.38048401
385,-31.27698857,-35.84969151
386,-30.48092959,-31.61210835
387,-27.71553374,-27.28756201
388,-21.69729832,-19.96115419
389,-17.44915313,-17.6822598
390,-5.37694157,-2.905094981
391,-2.386107459,0
392,-0.672901523,0
393,-4.802717641,-14.73445877
394,-15.17219991,-21.40155178
395,-21.6953124,-25.28036004
396,-24.56960714,-28.08344412
397,-26.02557622,-23.73854697
398,-26.36886789,-29.48654091
399,-28.55752469,-33.02797127
400,-31.6026388,-34.56328356
401,-30.19206061,-33.99028951
402,-27.81259438,-29.65419558
403,-24.47597133,-24.58706331
404,-16.7726124,-17.23104732
405,-13.07772594,-13.88219935
406,-6.128388573,-1.786473423
407,-3.237730748,0
408,-1.624052996,0
409,-3.222372525,-14.94910952
410,-14.67608114,-24.27101597
411,-22.36300565,-33.02336115
412,-28.30758938,-36.28474402
413,-30.97408731,-27.6515314
414,-29.25702844,-29.25985664
415,-30.0805039,-25.37526459
416,-27.79249134,-22.43486264
417,-22.98091995,-19.7795145
418,-19.05287747,-14.75078134
419,-13.50711998,-9.259682618
420,-5.791863324,-8.204125591
421,-6.474837506,-7.417360276
422,-2.513188878,-2.893249705
423,-5.014819282,0
424,-3.843123011,0
425,-3.086158225,-6.997193575
426,-11.44414136,-15.96050602
427,-20.67377353,-21.39749281
428,-25.21354658,-25.33217726
429,-27.26465721,-21.34704012
430,-26.78874256,-27.40152812
431,-28.06451562,-30.16151762
432,-29.23015303,-30.45070648
433,-26.92697252,-29.41663671
434,-23.83566483,-24.58944573
435,-16.65685194,-19.14185059
436,-10.05496837,-13.11263782
437,-8.180938108,-8.405222714
438,-3.46926949,-0.442011952
439,-7.080521117,0
440,-3.419425129,0
441,-4.579437734,-5.524213552
442,-11.75841116,-14.38379082
443,-19.79411539,-20.51238334
444,-23.18524437,-25.01283109
445,-24.80823338,-21.78411239
446,-25.0181291,-27.90091544
447,-27.11907814,-30.75278521
448,-29.45727993,-31.40211093
449,-29.33935517,-30.36588478
450,-25.79860392,-26.4164702
451,-19.36497107,-20.87881207
452,-12.42395795,-14.82136542
453,-8.841906566,-11.36344621
454,-4.573319418,-1.052368194
455,-7.576889616,-1.090304703
456,-3.593181752,-2.03942436
457,-3.997644693,0
458,-10.51429994,-6.238008022
459,-14.3503893,-14.09356093
460,-18.17386148,-19.68775374
461,-20.55621147,-20.17161524
462,-24.57511898,-22.6345036
463,-26.29880157,-22.16589165
464,-24.57366224,-20.55672061
465,-23.58751328,-16.73569971
466,-15.67897966,-13.69308889
467,-10.14580366,-9.395381451
468,-7.18746382,-4.014910877
469,-2.429595669,0
470,2.078896083,0
471,-9.613474448,0
472,-7.815486125,0
473,-6.011290297,0
474,-8.291240237,-0.009281605
475,-10.49894766,-3.524462357
476,-10.56818156,-7.718603283
477,-14.07433965,-9.520022184
478,-15.80656648,-13.81060541
479,-18.171168,-16.90280873
480,-19.15773911,-18.78800838
481,-17.67518003,-18.34965883
482,-14.09686267,-16.83322424
483,-10.28978329,-14.98066151
484,-7.109364609,-10.71484792
485,-4.122775861,-9.25356707
486,-2.560107864,-1.996534944
487,-10.41193557,-2.856437027
488,-12.479879,0
489,-9.678332171,-4.473187029
490,-11.86531224,-16.75340933
491,-18.9575114,-21.44354516
492,-25.17631939,-26.25042456
493,-23.36806252,-21.6602965
494,-22.46503111,-28.98740354
495,-22.55439182,-37.96294385
496,-25.52949312,-38.4972536
497,-25.87939067,-36.20701158
498,-22.15290777,-30.08150202
499,-17.65367376,-21.48850517
500,-11.52436325,-16.2064036
501,-8.531323217,-15.93560013
502,-7.036997232,-3.337425619
503,-6.680309484,0
504,1.466291461,0
505,3.273935903,-11.26533747
506,-7.824702248,-19.30414015
507,-18.21598214,-23.44104344
508,-20.21830678,-26.87189776
509,-19.11221741,-25.95327276
510,-20.85305982,-31.26188636
511,-27.70884462,-36.78514612
512,-31.50225441,-42.06888235
513,-32.88492855,-39.81459296
514,-26.54205965,-34.31044567
515,-21.64716856,-23.71931112
516,-15.51423105,-17.67786247
517,-12.234415,-16.58425325
518,-7.54875963,-5.149370611
519,-5.26593188,0
520,2.903174243,0
521,0.684181524,-16.89053479
522,-11.76422623,-23.09561849
523,-21.12946027,-26.67999786
524,-24.97676952,-30.0199703
525,-26.28746871,-27.32066602
526,-25.58835739,-35.04166448
527,-30.36290375,-39.12737584
528,-36.87996927,-41.29910743
529,-36.9235645,-39.75945115
530,-30.33293054,-33.87541091
531,-22.71286752,-24.77360713
532,-16.12802485,-18.73242557
533,-13.55908108,-17.38131362
534,-6.955395894,-5.46897608
535,-4.427466837,0
536,1.73341633,0
537,-2.100681154,-19.79344648
538,-19.70855409,-24.95613569
539,-28.12738147,-29.02771902
540,-28.61339224,-33.0508827
541,-29.73960248,-29.30472696
542,-30.56187688,-36.86478126
543,-35.11819139,-43.42696285
544,-39.86140888,-45.68814766
545,-35.07463183,-43.76881754
546,-32.21922716,-36.04861927
547,-26.22913362,-25.43078065
548,-17.22703862,-18.92303565
549,-12.00958321,-16.90162489
550,-4.145138338,-3.6878452
551,-0.706715776,0
552,2.144229477,0
553,-5.688957877,-18.78543353
554,-18.02325219,-24.1866504
555,-26.04259929,-27.39026338
556,-27.32015611,-31.44601172
557,-28.68738284,-26.69688988
558,-30.01383268,-31.64405441
559,-33.44286075,-39.01379335
560,-37.89818439,-42.64656568
561,-37.32803339,-41.38546169
562,-33.11703215,-34.20828235
563,-25.4605803,-25.61435497
564,-16.63138571,-20.07133889
565,-14.98528505,-20.28106773
566,-9.664157179,-7.971081972
567,-5.142406101,0
568,0.310934484,0
569,-6.091851105,-9.853427336
570,-12.80779461,-18.88183042
571,-20.75016032,-24.43203157
572,-24.77871206,-24.54363656
573,-22.66364748,-22.59519678
574,-23.09679337,-25.7626673
575,-28.33552315,-29.58323669
576,-30.78125628,-32.10284638
577,-30.99167524,-32.37575889
578,-27.15135836,-27.74268723
579,-20.03872318,-21.6276176
580,-14.84060975,-16.83942521
581,-13.30368149,-16.69982415
582,-9.155801774,-6.79792279
583,-8.874888395,0
584,-2.092713666,0
585,-7.331615878,0
586,-6.97083736,-0.624958634
587,-8.861230695,-2.615896448
588,-9.975454034,-4.331992388
589,-9.409358131,-4.335727036
590,-10.94573937,-7.810643464
591,-14.17218515,-10.93101412
592,-16.18533725,-13.86560595
593,-19.26753584,-13.0184824
594,-15.34762733,-10.10642307
595,-8.575834119,-6.268583387
596,-6.52161379,-3.323057923
597,-4.637404176,-0.127693355
598,0.397328206,0
599,-8.86119502,-1.452091604
600,-14.31674748,-2.180976152
601,-17.47884688,-0.354273871
602,-9.755771388,-7.276423335
603,-12.01406641,-14.14941496
604,-15.79727306,-17.5808145
605,-17.51844648,-12.06577767
606,-15.29824675,-18.1124856
607,-18.4204671,-23.19852632
608,-22.97728107,-24.81072932
609,-24.41202928,-23.60765949
610,-21.97735549,-17.01154184
611,-10.61958374,-8.134316832
612,-3.685372712,-3.962779015
613,-0.139442588,-0.083346188
614,2.287216141,0
615,-10.27790341,-1.199436456
616,-9.606713975,-1.853732437
617,-8.493644139,-0.032689244
618,-12.37015957,-8.259075463
619,-18.42873783,-15.35498512
620,-23.39936167,-22.57765216
621,-24.51343636,-17.98498169
622,-20.46898532,-25.40026104
623,-25.14538295,-34.17691386
624,-32.40796742,-37.51760054
625,-35.03306414,-35.65644765
626,-29.63493111,-29.09989059
627,-18.9663351,-20.14541602
628,-9.816639422,-15.35588872
629,-6.102916398,-15.24642223
630,-5.983041393,-5.949809134
631,-14.0945081,0
632,-7.170054266,0
633,-2.969731834,-13.27490664
634,-14.95337348,-20.71549526
635,-28.33092104,-25.08118993
636,-27.20392594,-29.44876027
637,-26.36706034,-29.9414078
638,-29.24908473,-35.34899664
639,-35.09549594,-43.63177884
640,-41.41326726,-43.48837662
641,-41.28225561,-40.1661464
642,-34.69460648,-31.74724054
643,-24.71108355,-20.52486685
644,-15.19243971,-13.83109489
645,-8.161037228,-9.4584952
646,2.813355691,-0.616091073
647,-3.858707178,0
648,-3.469537055,0
649,-13.22207421,-13.07677495
650,-35.17554541,-24.68508303
651,-28.18646574,-31.8302722
652,-31.36986331,-32.18169343
653,-31.72293001,-25.60939538
654,-31.61216411,-31.62015975
655,-35.35702573,-36.75811684
656,-39.55712222,-38.53479719
657,-39.48860183,-37.75426435
658,-37.45763587,-31.57417822
659,-26.0492349,-22.58638543
660,-17.08712003,-18.09359592
661,-9.887674921,-19.30514657
662,-2.846800643,-8.102184266
663,-11.34296022,0
664,-1.68580102,0
665,-4.072414208,-11.58550364
666,-18.38341828,-17.04719289
667,-29.0898004,-19.67609876
668,-26.72094757,-23.82125539
669,-26.07326222,-19.33735439
670,-26.26966673,-24.38769984
671,-29.86788497,-31.24221259
672,-34.26791782,-34.25092304
673,-35.68690943,-33.39034796
674,-29.24601071,-27.09351397
675,-19.50641181,-17.69862056
676,-12.94422296,-12.72000456
677,-11.14911245,-10.15499346
678,-5.388571723,-4.106746614
679,-9.734282957,-1.682822466
680,-6.52567483,0
681,-7.717271982,-0.593138486
682,-13.18983562,-8.74421373
683,-20.0668829,-17.57860744
684,-21.85225405,-21.07783467
685,-21.2351365,-24.0918709
686,-25.04793582,-26.04330933
687,-28.66874844,-26.95873058
688,-30.47026861,-27.93079275
689,-30.96740413,-25.66776866
690,-25.55195073,-23.1958487
691,-16.01029631,-18.75480631
692,-11.20257191,-15.4648481
693,-8.64547828,-17.13205409
694,-8.713630024,-5.322101325
695,-14.72072285,0
696,-7.145022087,0
697,-9.294656047,-5.078469455
698,-10.06436881,-14.12707542
699,-18.45492351,-19.44503802
700,-23.83426754,-25.19055569
701,-26.28892545,-27.23505419
702,-30.72381308,-30.18710828
703,-31.41298287,-26.80188847
704,-30.75603384,-21.37796795
705,-27.83247742,-17.09139493
706,-20.82663036,-13.13901323
707,-10.05115111,-10.02368066
708,-7.340302817,-7.581596017
709,-6.794506168,-2.924472809
710,-1.644905217,0
711,-7.426274381,-4.792320371
712,-10.77866592,0
713,-12.26204553,-5.225622982
714,-12.1099795,-14.92839468
715,-19.37428828,-18.53000338
716,-22.64978167,-20.70401901
717,-26.34995997,-15.28876784
718,-25.3665699,-26.10767356
719,-27.59948194,-32.15019667
720,-31.79715251,-37.99289763
721,-34.57750226,-36.0966965
722,-27.35461252,-30.72507787
723,-20.32761,-21.47269899
724,-12.51271219,-17.18358898
725,-9.265336883,-19.02934813
726,-9.342948532,-8.050047636
727,-15.22394101,0
728,-6.527571568,0
729,-9.59060657,-20.24382493
730,-22.61219178,-22.8256411
731,-28.42689358,-26.48020917
732,-28.67510459,-27.84266621
733,-27.47162161,-23.53774607
734,-28.22270591,-30.91786695
735,-33.80491168,-36.02989841
736,-38.18779065,-42.68806224
737,-39.07194388,-42.50599779
738,-36.81105051,-35.21959001
739,-25.86529297,-25.38251684
740,-18.35630505,-21.67497978
741,-18.2720459,-28.14010714
742,-12.14224187,-14.37093544
743,-14.67685411,0
744,-4.563609786,0
745,-28.63245475,-16.74768388
746,-31.84775794,-23.62745416
747,-28.73107321,-28.38989413
748,-30.69507067,-33.30841862
749,-30.21673009,-30.99715221
750,-31.8991304,-38.29686606
751,-37.61163431,-42.01330209
752,-42.66888376,-42.32038534
753,-42.91124996,-40.16428983
754,-37.89314228,-33.52793136
755,-25.54397135,-24.70448677
756,-19.62657221,-18.79392171
757,-19.88838741,-17.27380544
758,-5.639672429,-2.276252449
759,-3.062654138,0
760,-1.143815685,0
761,-8.729035815,-9.151316047
762,-16.47150084,-20.07927448
763,-25.22609835,-26.12501067
764,-28.50421388,-31.40302396
765,-30.5964641,-27.99343807
766,-32.87707403,-35.52896661
767,-36.00671485,-39.62990797
768,-40.15290593,-40.68404782
769,-39.93824162,-40.01576066
770,-36.98067474,-33.11589456
771,-25.97851453,-24.11842084
772,-17.91967486,-19.07820016
773,-12.9916414,-18.92370564
774,-5.778056977,-6.297946721
775,-9.389802113,0
776,-3.697532049,0
777,-7.291831955,-19.45151987
778,-21.75869554,-21.05548912
779,-27.26022753,-22.62855226
780,-27.78196118,-24.10122609
781,-28.44289396,-17.8769933
782,-28.05603679,-23.72353649
783,-31.24756833,-29.14138496
784,-34.97558526,-34.15596604
785,-35.00034393,-38.32246464
786,-35.96277475,-31.69131947
787,-25.33078756,-21.10490867
788,-16.78100799,-16.34546351
789,-15.68393853,-17.55803204
790,-7.193362139,-9.466045707
791,-9.409524616,0
792,-4.708225623,0
793,-40.51794765,-12.17071444
794,-21.17535657,-22.04507661
795,-25.83724028,-24.42102236
796,-26.18056763,-27.34940159
797,-25.18464363,-27.56024933
798,-25.66953657,-31.56953061
799,-30.180371,-35.39344847
800,-34.16161727,-40.52628958
801,-37.72684774,-37.80201924
802,-32.49521735,-35.22728574
803,-25.53663413,-30.16602647
804,-20.82023853,-24.2691319
805,-17.26004423,-27.71392155
806,-10.69604784,-10.42256773
807,-11.383309,0
808,-24.11576957,0
809,-63.28318092,-15.95372647
810,-53.17340305,-19.09753442
811,-23.29765729,-22.75103617
812,-26.1958545,-25.63009775
813,-26.03611233,-24.42810524
814,-28.21681354,-23.49833632
815,-29.40141239,-21.80286574
816,-27.596069,-20.59212399
817,-21.12737921,-18.23214436
818,-17.49581049,-14.16327035
819,-11.20210813,-9.447961152
820,-9.131405804,-5.52199477
821,-9.74933794,-0.197573274
822,-1.130312578,0
823,-3.379010942,0
824,-3.384742776,0
825,-9.073320445,0
826,-7.334458011,-0.104478419
827,-8.715871623,-2.977636412
828,-10.64914669,-4.87369138
829,-12.07417337,-0.260644078
830,-8.383234984,-5.405858457
831,-10.15401493,-7.569252789
832,-12.07736631,-8.777987957
833,-10.32981099,-9.655316234
834,-9.332953498,-7.048740983
835,-5.295512663,-0.215683892
836,-0.139870692,0
837,1.304646608,-0.070759766
838,2.081107953,0
839,-4.405681111,-3.683585823
840,-13.30809334,-2.174815416
841,-15.3123385,-2.516487837
842,-13.89862089,-0.524819195
843,-9.205021817,-0.328594923
844,-7.447816325,-0.097742796
845,-5.991811575,0
846,-6.625149501,0
847,-5.586623235,-0.024842143
848,-6.988972312,-0.276557505
849,-5.371857837,-0.040022135
850,-0.67234261,0
851,0.403285984,0
852,0.838536722,0
853,0.921660206,0
854,0.477062536,1.19209E-07
855,-4.45034066,0
856,-8.116710649,2.68221E-07
857,-16.51039883,2.98023E-08
858,-17.11400732,0
859,-6.678585177,-1.055571973
860,-7.06151212,-7.799320519
861,-10.49249043,-7.830912128
862,-10.64990776,-15.88012089
863,-14.40749953,-17.7308404
864,-17.03844106,-20.14456132
865,-16.13240697,-18.93393195
866,-12.15850982,-11.55965552
867,-6.443104313,-3.018300265
868,-0.629157641,0
869,1.634940568,0
870,2.905409896,0
871,-8.330001467,5.96046E-08
872,-11.35127257,0
873,-12.45083335,-1.49012E-08
874,-7.059020793,-0.61745432
875,-6.927254017,-7.504966438
876,-11.60397272,-14.13380411
877,-15.10487465,-13.20900205
878,-15.35548185,-20.8526444
879,-20.63537499,-24.60421163
880,-25.96552277,-25.19523507
881,-24.22311064,-22.89173621
882,-17.86609648,-14.82578811
883,-8.344420241,-5.438122153
884,-1.290595824,-1.107690662
885,1.229871147,0
886,3.243171889,0
887,-4.042619374,-5.96046E-08
888,-4.251319968,-8.9407E-08
889,-4.645668957,0
890,-1.626972425,-0.305908382
891,-3.90389591,-5.633910179
892,-6.962114745,-9.969149441
893,-8.958071339,-9.567315191
894,-10.35280374,-16.80029511
895,-16.00487961,-22.8755835
896,-21.44366467,-26.73512614
897,-22.3408156,-24.51439404
898,-18.28024527,-16.82510513
899,-9.658924799,-8.3229855
900,-2.678811529,-3.429270312
901,0.794002036,-0.221966162
902,3.82959083,0
903,-5.128766239,-1.19209E-07
904,-4.356579986,0
905,-3.913665001,0
906,-8.984578098,0
907,-2.977134462,-4.105098128
908,-5.389160365,-12.37505349
909,-9.654281062,-13.02237651
910,-11.76419056,-16.80381572
