,0
964,-4.661996359884739
965,-4.889902165659919
966,-4.961781980061588
967,-2.4980268692235654
968,-2.7692900748347142
969,-3.6212820084462862
970,-5.040957396437861
971,-7.905899265247939
972,-8.099449742409263
973,-6.928740487979354
974,-6.551135113406843
975,-6.798234238802223
976,-6.566998736934323
977,-5.788789301205981
978,-5.038608771515314
979,-4.305986442827887
980,-4.161049528620325
981,-4.177644496111029
982,-4.165033272159832
983,-1.7697926043154695
984,-1.894662153678496
985,-2.1391272516291053
986,-2.4757892560328685
987,-2.8893612942926836
988,-3.364610006784318
989,-3.675633351274115
990,-4.137182742698556
991,-5.533211342545911
992,-5.523180633066573
993,-5.306084447820993
994,-5.177492773897171
995,-3.916869833191953
996,-3.055108809079769
997,-2.7839050623274204
998,-2.6024604088174925
999,-1.6305221193514257
1000,-1.7098521287605735
1001,-1.7742222892959774
1002,-1.928042357008053
1003,-2.191070510675587
1004,-2.5838914072146792
1005,-4.150228016318977
1006,-5.747947011097196
1007,-9.364258586773914
1008,-9.219006540614714
1009,-9.025961463753177
1010,-6.84729968908286
1011,-4.956823111237782
1012,-3.7346284309741264
1013,-3.1610466578013074
1014,-2.746172470533807
1015,-1.5211475485913297
1016,-1.6041342778165841
1017,-2.0721052259912796
1018,-3.114751990340679
1019,-3.3564938725583033
1020,-4.6154519652171615
1021,-6.921100024623726
1022,-10.543940182996536
1023,-12.883265740026658
1024,-10.04330848368376
1025,-8.175188436746978
1026,-5.807185872118268
1027,-3.9244211082593807
1028,-3.3348567938414817
1029,-3.028685292229653
1030,-2.846824426708139
1031,-1.6067207381743316
1032,-1.8661991979715822
1033,-2.6093338528946077
1034,-3.611376162570437
1035,-4.908655489725007
1036,-7.969579703021282
1037,-10.106584601217264
1038,-12.200850471708804
1039,-14.646339821123888
1040,-11.45486773744932
1041,-9.827020938917826
1042,-6.790534316587795
1043,-4.273920280277778
1044,-3.3412842964776104
1045,-3.0249691135547323
1046,-2.8893196730915207
1047,-1.3518265563904492
1048,-1.6814902531136227
1049,-2.80764103875984
1050,-4.565536253255701
1051,-7.49761311953533
1052,-9.800181210056124
1053,-13.398595669234453
1054,-16.558637800148063
1055,-18.1720004206762
1056,-17.3712798610067
1057,-14.881606633618333
1058,-10.557823826526018
1059,-4.9343179331824985
1060,-3.3521177005507212
1061,-2.769682503302789
1062,-2.232834413095759
1063,-1.1324114756517076
1064,-1.5161232750228493
1065,-2.784148843648495
1066,-5.630307658964085
1067,-10.143015044003192
1068,-14.764324034638022
1069,-17.681845372283746
1070,-19.751780677754866
1071,-22.381461679956374
1072,-22.851923954314728
1073,-19.550221092313365
1074,-12.39351501187403
1075,-5.4756848966582226
1076,-3.689659696064723
1077,-2.9423272457105156
1078,-2.4588018600741037
1079,-1.5331998592698142
1080,-2.0917325952807033
1081,-3.7826949724269525
1082,-8.354700677345946
1083,-15.689521715202474
1084,-17.52239455064344
1085,-18.459894269093326
1086,-19.95034353671292
1087,-19.74076295121948
1088,-19.38398601488413
1089,-15.275444276642887
1090,-9.421202335845365
1091,-4.964368440419335
1092,-4.461941083570835
1093,-4.699604088074878
1094,-5.1835635233805135
1095,-3.0316820187130986
1096,-4.466810764106441
1097,-7.8424388252521595
1098,-12.443097754226216
1099,-16.641136966731167
1100,-18.924321469283612
1101,-19.499169716148856
1102,-17.607712067133605
1103,-13.558932427870857
1104,-11.106825307471496
1105,-6.441600003727984
1106,-4.88883785208742
1107,-3.5516675765648387
1108,-3.7060584493213753
1109,-3.623654416912345
1110,-3.4735386361034273
1111,-1.9214543154531611
1112,-2.5928756407791553
1113,-4.029520587071858
1114,-7.661041738829269
1115,-12.00482056013557
1116,-15.180660909831971
1117,-16.874185963792442
1118,-17.715487194592015
1119,-18.7588771946764
1120,-18.497912263409177
1121,-16.11829143777122
1122,-11.662765637238763
1123,-5.694951330249964
1124,-4.2901703863874445
1125,-3.786363584014822
1126,-3.4925892544625157
1127,-1.517942716102084
1128,-2.2031406590117086
1129,-4.0427026160675155
1130,-7.679129123675807
1131,-13.446275728105078
1132,-16.674915544414674
1133,-19.392215120941856
1134,-20.952296658100536
1135,-21.98891429416777
1136,-22.203085103560454
1137,-19.34045618435765
1138,-13.590261300571868
1139,-5.519827153430327
1140,-4.265738741307089
1141,-3.7377024539740233
1142,-3.468199230583309
1143,-1.5397700631670688
1144,-2.3643693005301003
1145,-4.443033166472873
1146,-8.369196747121052
1147,-15.09632446451198
1148,-18.676877482507194
1149,-20.71977684488259
1150,-21.99034725266482
1151,-22.846709412398084
1152,-22.845234832699873
1153,-20.360003182063778
1154,-14.658885640330396
1155,-6.831626333903543
1156,-4.687004755895444
1157,-3.7687815994680705
1158,-3.1761313702785117
1159,-1.6385550111751144
1160,-2.0606415580148933
1161,-3.6047464998143823
1162,-7.088096175445585
1163,-13.198362016344163
1164,-17.877048805719667
1165,-20.50450010071623
1166,-21.210651345466502
1167,-22.47759476286201
1168,-23.11386401086625
1169,-20.374469522409484
1170,-14.652065709226193
1171,-7.132291945190616
1172,-4.517784843754512
1173,-3.3422772594195465
1174,-2.6027814866550045
1175,-1.389975360195649
1176,-1.7468414848191998
1177,-2.9768312214713575
1178,-6.07567234902352
1179,-11.678450884189843
1180,-15.508968944574534
1181,-17.45686494236145
1182,-19.639748296006474
1183,-20.959764690765653
1184,-20.575559382866487
1185,-17.407359496525714
1186,-11.64201449551804
1187,-5.625883919869466
1188,-3.7106665108782835
1189,-2.9960364328633204
1190,-2.60259716419273
1191,-1.436597051379664
1192,-1.8790363655862166
1193,-3.2703617697026033
1194,-6.574496499028825
1195,-11.307409767628698
1196,-15.850488737742154
1197,-18.69198003264205
1198,-19.916303340050703
1199,-21.430441017015667
1200,-21.722716983326265
1201,-19.296563654792493
1202,-13.27009912948472
1203,-6.229629172110847
1204,-4.5475677861267485
1205,-3.78595331788911
1206,-3.1878090901465725
1207,-1.8024474095676908
1208,-2.4748379142920953
1209,-4.25504803849509
1210,-7.645410004851101
1211,-12.135041406790464
1212,-15.021887919181964
1213,-16.97703789774232
1214,-19.512845253672538
1215,-20.667036837128194
1216,-20.435414852678093
1217,-17.655148344683155
1218,-12.052678995582596
1219,-6.22065683031812
1220,-4.913715438608776
1221,-4.423619849075109
1222,-4.011653200002868
1223,-1.870176995625215
1224,-2.6170456668807986
1225,-4.867807253730348
1226,-8.600396573673677
1227,-14.772196387542962
1228,-17.386762947837866
1229,-18.106464866508347
1230,-18.705643678393983
1231,-17.951015626065185
1232,-18.41365906049151
1233,-14.501278043312851
1234,-9.625074870894139
1235,-5.878025156490978
1236,-5.063652842841293
1237,-4.8342902950255535
